Round : 1
-25.119175	-5.199133	
-4.622944	4.166387	
-28.315073	-28.825343	
15.438704	-12.145146	
-25.211951	2.013001	
14.513382	39.753410	
-20.001831	18.837245	
1.214637	-35.461287	
1.741997	-27.067476	
17.968078	-13.929868	
35.073092	-0.648213	
-20.963775	3.309427	
-22.189398	-19.572130	
29.943541	2.064272	
5.382244	-8.648946	
20.807520	5.003815	
10.770592	30.231635	
6.063417	-17.567675	
-37.851497	35.239113	
-36.872463	26.381420	

Round : 2
-22.052065	-2.074648	
-4.380139	5.210242	
-26.225043	-31.975463	
13.575243	-12.354015	
-25.571215	-0.401257	
17.981384	37.825251	
-16.698874	21.938536	
-1.414960	-38.300851	
4.969024	-26.040956	
20.674093	-14.719565	
35.809565	-0.613178	
-21.442671	5.190710	
-20.738548	-20.095950	
31.091403	1.106601	
3.554918	-10.937223	
18.998260	6.808679	
7.561144	29.638966	
7.721549	-15.435408	
-39.402203	37.263222	
-40.000000	23.660268	

Round : 3
-18.052065	1.197327	
-0.881320	3.373495	
-22.225043	-27.975463	
9.575243	-8.354015	
-21.571215	1.546720	
13.981384	33.825251	
-12.698874	17.938536	
1.473575	-34.300851	
0.969024	-22.040956	
16.674093	-10.719565	
31.809565	0.481240	
-20.884355	4.156184	
-16.738548	-16.095950	
27.091403	1.489972	
-0.445082	-10.915397	
14.998260	3.153741	
3.561144	25.638966	
3.721549	-12.468890	
-35.402203	33.263222	
-36.000000	19.660268	

Round : 4
-14.052065	-1.759525	
-1.178673	0.870972	
-18.225043	-23.975463	
11.868862	-4.354015	
-17.571215	1.094636	
9.981384	29.825251	
-8.698874	13.938536	
2.033950	-30.300851	
-3.030976	-18.040956	
12.674093	-6.719565	
27.809565	-1.203755	
-16.884355	0.156184	
-12.738548	-12.095950	
23.091403	-0.568781	
1.132314	-6.915397	
10.998260	-0.507335	
7.561144	21.638966	
0.676126	-9.927510	
-31.402203	29.263222	
-32.000000	16.930248	

Round : 5
-10.052065	-0.702434	
-1.086546	-0.892876	
-14.225043	-19.975463	
7.868862	-1.984909	
-13.571215	0.904865	
5.981384	25.825251	
-12.698874	13.171535	
0.943827	-26.300851	
0.069478	-14.040956	
8.674093	-5.661650	
23.809565	-0.772055	
-12.884355	1.486017	
-10.459868	-8.095950	
19.091403	-1.483867	
5.132314	-2.915397	
6.998260	-2.787956	
11.561144	17.638966	
3.016509	-8.377183	
-27.402203	25.263222	
-28.000000	12.930248	

Round : 6
-6.052065	1.039144	
-0.263681	-1.157616	
-10.225043	-15.975463	
3.868862	2.015091	
-9.571215	0.636115	
2.426789	21.825251	
-8.698874	9.171535	
0.598618	-22.300851	
-1.517884	-10.040956	
4.674093	-9.661650	
19.809565	0.675998	
-8.884355	-1.178804	
-6.459868	-4.095950	
15.091403	1.866592	
1.132314	-2.464514	
2.998260	-2.394111	
7.561144	21.638966	
-0.983491	-4.377183	
-23.402203	21.263222	
-24.000000	15.379288	

Round : 7
-2.052065	-1.213298	
0.465714	1.030180	
-6.225043	-11.975463	
-0.131138	4.133337	
-5.571215	0.020497	
2.217510	17.825251	
-4.698874	5.171535	
0.533901	-18.300851	
-2.037160	-6.040956	
0.674093	-5.661650	
15.809565	-1.422695	
-4.884355	-1.210698	
-2.459868	-0.095950	
19.091403	3.883982	
-1.900133	-1.053959	
0.069121	1.605889	
3.561144	17.638966	
2.722900	-0.377183	
-19.402203	24.645297	
-20.000000	11.379288	

Round : 8
1.947935	1.213914	
-0.064255	-0.534964	
-2.225043	-7.975463	
-0.504235	0.133337	
-1.571215	-0.071479	
5.600791	13.825251	
-0.698874	1.171535	
