1	1398.470390
2	1390.197393
3	1382.860531
4	1374.091498
5	1368.653749
6	1362.278850
7	1359.441849
8	1355.787012
9	1351.181468
10	1351.045431
11	1349.857971
12	1343.869906
13	1340.823920
14	1339.290632
15	1338.209029
16	1335.952172
17	1334.552467
18	1333.123329
19	1330.962580
20	1325.932058
21	1319.770145
22	1318.543838
23	1317.561778
24	1316.457337
25	1315.861458
26	1315.440601
27	1315.202615
28	1311.159299
29	1310.397768
30	1310.006687
31	1309.176062
32	1307.989982
33	1307.832633
34	1307.059201
35	1305.480143
36	1304.548200
37	1303.441651
38	1301.721622
39	1297.228478
40	1295.320070
41	1295.066183
42	1294.031469
43	1290.709471
44	1290.709471
45	1289.880524
46	1289.346528
47	1288.944929
48	1288.224449
49	1287.672393
50	1287.400644
51	1286.152166
52	1284.902643
53	1284.663746
54	1282.623454
55	1281.782302
56	1280.186847
57	1278.642048
58	1278.593305
59	1276.902777
60	1275.962763
61	1275.359438
62	1275.120802
63	1274.120880
64	1273.171285
65	1271.608185
66	1269.652939
67	1269.487896
68	1267.789002
69	1267.618041
70	1266.945616
71	1265.577304
72	1264.505922
73	1263.254902
74	1261.585597
75	1260.243081
76	1258.740917
77	1258.041807
78	1256.498809
79	1255.356652
80	1255.248887
81	1253.693946
82	1252.822057
83	1250.681074
84	1250.681074
85	1250.681074
86	1250.515422
87	1250.515422
88	1249.110650
89	1248.256060
90	1248.213129
91	1246.252879
92	1244.123514
93	1243.553532
94	1243.058206
95	1240.222941
96	1239.617869
97	1238.467780
98	1234.765637
99	1233.583064
100	1233.583064
101	1232.457960
102	1232.172561
103	1230.765018
104	1228.478287
105	1228.478287
106	1227.808012
107	1227.694913
108	1226.001679
109	1223.687448
110	1222.245526
111	1218.058960
112	1217.872129
113	1216.891939
114	1215.587154
115	1215.255764
116	1211.605413
117	1210.605134
118	1209.999752
119	1206.396252
120	1205.850739
121	1204.576305
122	1204.116118
123	1202.731141
124	1202.406082
125	1202.295433
126	1201.579123
127	1199.250710
128	1198.658354
129	1196.929355
130	1196.678387
131	1195.121742
132	1192.696038
133	1191.412388
134	1190.902902
135	1190.483533
136	1188.970757
137	1188.027393
138	1187.438571
139	1184.509734
140	1184.241657
141	1183.738681
142	1181.418419
143	1178.791180
144	1178.569834
145	1176.856227
146	1176.718344
147	1176.360867
148	1173.732184
149	1172.498829
150	1171.847641
151	1170.496327
152	1170.234530
153	1170.234530
154	1169.060872
155	1167.572385
156	1166.486724
157	1166.055995
158	1165.154028
159	1163.294369
160	1161.892030
161	1160.697668
162	1160.178651
163	1158.981067
164	1157.897603
165	1157.243059
166	1156.325409
167	1154.273580
168	1152.010209
169	1151.763590
170	1150.263181
171	1149.450672
172	1149.260206
173	1148.923293
174	1148.818700
175	1147.342017
176	1146.444253
177	1145.219927
178	1144.626030
179	1143.575729
180	1143.072531
181	1140.831011
182	1140.021235
183	1138.572096
184	1137.725019
185	1136.581193
186	1135.938756
187	1134.998819
188	1134.356723
189	1133.684850
190	1132.765734
191	1130.649380
192	1130.063957
193	1128.744675
194	1128.575042
195	1128.291255
196	1127.251384
197	1126.480911
198	1122.579505
199	1122.579505
200	1122.370697
201	1121.472740
202	1120.804433
203	1120.804433
204	1119.211203
205	1118.633916
206	1117.148859
207	1115.793625
208	1115.301728
209	1113.958639
210	1113.752904
211	1111.808500
212	1110.787844
213	1108.215202
214	1108.065748
215	1107.549441
216	1107.190730
217	1106.946315
218	1106.304384
219	1105.744930
220	1105.709819
221	1104.649990
222	1103.979742
223	1103.117169
224	1102.825844
225	1102.785164
226	1102.260097
227	1100.872454
228	1100.872454
229	1098.944152
230	1098.862921
231	1098.638631
232	1097.880271
233	1096.581615
234	1096.581615
235	1095.714593
236	1095.646530
237	1095.092132
238	1093.924074
239	1093.924074
240	1092.893031
241	1092.228107
242	1091.658126
243	1091.237116
244	1090.904715
245	1090.518302
